Cluster,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Ct,Avg_Utilization_Ratio,Months_Inactive_12_mon,Total_Relationship_Count,Attrition_Rate
0,7553.085203028217,1134.6183757742601,3265.8464097270016,59.3882771277816,0.2923930947465015,2.3596008258774948,4.086143610919936,17.0
1,15307.30894251242,1337.2711142654364,11446.794180269695,98.70617459190916,0.16661745919091556,2.227111426543648,2.1199432221433643,10.29
